Target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,37,47,64,57,4,28,0,0,0,0,0,0,0,0,0,0
1,38,43,64,106,57,4,0,0,0,0,0,0,0,0,0,0
1,318,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,21,57,29,0,0,0,0,0,0,0,0,0,0,0,0
1,259,266,11,58,57,51,25,0,0,0,0,0,0,0,0,0
1,37,46,64,104,61,29,0,0,0,0,0,0,0,0,0,0
1,38,47,64,65,106,3,0,0,0,0,0,0,0,0,0,0
1,49,19,57,7,0,0,0,0,0,0,0,0,0,0,0,0
1,37,261,64,17,240,0,0,0,0,0,0,0,0,0,0,0
1,38,43,57,4,0,0,0,0,0,0,0,0,0,0,0,0
1,37,43,64,57,4,24,0,0,0,0,0,0,0,0,0,0
1,37,43,65,11,57,8,0,0,0,0,0,0,0,0,0,0
1,37,46,64,106,4,105,0,0,0,0,0,0,0,0,0,0
1,38,46,62,61,5,0,0,0,0,0,0,0,0,0,0,0
1,37,43,305,64,57,244,0,0,0,0,0,0,0,0,0,0
1,37,106,11,9,0,0,0,0,0,0,0,0,0,0,0,0
1,64,65,106,58,6,0,0,0,0,0,0,0,0,0,0,0
1,37,46,62,11,57,9,0,0,0,0,0,0,0,0,0,0
1,36,46,55,57,4,0,0,0,0,0,0,0,0,0,0,0
1,36,47,62,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,4,0,0,0,0,0,0,0,0,0,0,0,0
1,64,65,106,21,59,237,25,0,0,0,0,0,0,0,0,0
1,37,46,1605,1607,0,0,0,0,0,0,0,0,0,0,0,0
1,36,47,64,61,4,0,0,0,0,0,0,0,0,0,0,0
1,318,49,257,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,41,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,62,55,0,0,0,0,0,0,0,0,0,0,0,0
1,37,261,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,42,62,55,11,9,0,0,0,0,0,0,0,0,0,0
1,37,40,43,17,57,27,0,0,0,0,0,0,0,0,0,0
1,259,42,19,4467,29,51,0,0,0,0,0,0,0,0,0,0
1,36,48,57,1606,9,0,0,0,0,0,0,0,0,0,0,0
1,37,261,64,65,106,28,25,0,0,0,0,0,0,0,0,0
1,36,43,64,65,106,11,57,9,105,236,0,0,0,0,0,0
1,318,268,257,61,0,0,0,0,0,0,0,0,0,0,0,0
1,318,49,17,57,28,0,0,0,0,0,0,0,0,0,0,0
1,42,62,64,55,21,57,237,25,0,0,0,0,0,0,0,0
1,49,57,255,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,62,106,55,18,0,0,0,0,0,0,0,0,0,0,0,0
1,318,42,62,21,57,0,0,0,0,0,0,0,0,0,0,0
1,38,43,5,24,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,41,55,21,240,0,0,0,0,0,0,0,0,0,0,0
1,36,49,1605,4,0,0,0,0,0,0,0,0,0,0,0,0
1,43,268,64,21,1605,5,255,0,0,0,0,0,0,0,0,0
1,37,261,4,23,0,0,0,0,0,0,0,0,0,0,0,0
1,263,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,318,46,106,104,57,9,0,0,0,0,0,0,0,0,0,0
1,37,41,106,19,9,0,0,0,0,0,0,0,0,0,0,0
1,38,46,11,4,0,0,0,0,0,0,0,0,0,0,0,0
1,259,41,55,4496,241,0,0,0,0,0,0,0,0,0,0,0
1,38,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,41,64,65,21,57,28,0,0,0,0,0,0,0,0,0
1,36,46,62,64,244,0,0,0,0,0,0,0,0,0,0,0
1,48,104,58,29,0,0,0,0,0,0,0,0,0,0,0,0
1,35,42,4,24,0,0,0,0,0,0,0,0,0,0,0,0
1,318,47,62,21,57,8,0,0,0,0,0,0,0,0,0,0
1,38,261,62,64,11,9,0,0,0,0,0,0,0,0,0,0
1,36,46,106,57,243,0,0,0,0,0,0,0,0,0,0,0
1,40,46,21,11,61,58,0,0,0,0,0,0,0,0,0,0
1,43,62,64,65,106,58,0,0,0,0,0,0,0,0,0,0
1,37,43,106,19,29,25,0,0,0,0,0,0,0,0,0,0
1,49,65,4495,28,105,0,0,0,0,0,0,0,0,0,0,0
1,36,42,62,24,0,0,0,0,0,0,0,0,0,0,0,0
1,261,275,241,25,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,64,3,0,0,0,0,0,0,0,0,0,0,0,0
1,36,46,55,57,1605,1607,0,0,0,0,0,0,0,0,0,0
1,261,64,69,52,27,0,0,0,0,0,0,0,0,0,0,0
1,21,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,49,11,29,25,0,0,0,0,0,0,0,0,0,0,0
1,318,46,62,55,11,10,51,0,0,0,0,0,0,0,0,0
1,46,64,65,17,57,28,0,0,0,0,0,0,0,0,0,0
1,36,41,55,17,57,29,0,0,0,0,0,0,0,0,0,0
1,37,43,17,332,0,0,0,0,0,0,0,0,0,0,0,0
1,38,41,65,4,0,0,0,0,0,0,0,0,0,0,0,0
1,318,268,62,64,106,4495,253,105,25,0,0,0,0,0,0,0
1,36,46,64,65,0,0,0,0,0,0,0,0,0,0,0,0
1,318,43,4,24,0,0,0,0,0,0,0,0,0,0,0,0
1,318,49,17,58,9,0,0,0,0,0,0,0,0,0,0,0
1,46,11,57,52,10,0,0,0,0,0,0,0,0,0,0,0
1,261,62,237,25,0,0,0,0,0,0,0,0,0,0,0,0
1,259,47,64,61,24,0,0,0,0,0,0,0,0,0,0,0
1,41,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,64,106,5,0,0,0,0,0,0,0,0,0,0,0
1,318,49,4,51,0,0,0,0,0,0,0,0,0,0,0,0
1,39,41,64,106,55,19,57,9,0,0,0,0,0,0,0,0
1,37,43,9,25,0,0,0,0,0,0,0,0,0,0,0,0
1,46,21,61,9,0,0,0,0,0,0,0,0,0,0,0,0
1,47,62,64,65,106,4495,251,58,8,0,0,0,0,0,0,0
1,37,41,64,55,17,57,4452,0,0,0,0,0,0,0,0,0
1,38,41,104,9,24,0,0,0,0,0,0,0,0,0,0,0
1,36,46,64,21,57,0,0,0,0,0,0,0,0,0,0,0
1,62,64,55,19,27,0,0,0,0,0,0,0,0,0,0,0
1,318,46,62,4,0,0,0,0,0,0,0,0,0,0,0,0
1,36,263,64,106,19,4458,105,24,0,0,0,0,0,0,0,0
1,37,46,62,55,104,4452,25,0,0,0,0,0,0,0,0,0
1,36,46,4,25,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,106,57,4,0,0,0,0,0,0,0,0,0,0,0
1,38,49,55,4495,237,0,0,0,0,0,0,0,0,0,0,0
1,36,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,62,64,0,0,0,0,0,0,0,0,0,0,0,0
1,36,46,19,4,0,0,0,0,0,0,0,0,0,0,0,0
1,36,43,62,64,106,11,52,9,105,24,0,0,0,0,0,0
1,36,47,1606,3,0,0,0,0,0,0,0,0,0,0,0,0
1,259,41,64,21,310,0,0,0,0,0,0,0,0,0,0,0
1,318,41,4495,28,0,0,0,0,0,0,0,0,0,0,0,0
1,36,261,21,237,0,0,0,0,0,0,0,0,0,0,0,0
1,40,46,17,57,29,0,0,0,0,0,0,0,0,0,0,0
1,259,49,11,61,4472,237,0,0,0,0,0,0,0,0,0,0
1,49,65,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,104,27,24,0,0,0,0,0,0,0,0,0,0,0
1,37,47,62,64,106,4,236,0,0,0,0,0,0,0,0,0
1,38,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,64,106,57,4,24,0,0,0,0,0,0,0,0,0
1,318,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,47,64,65,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,11,27,25,0,0,0,0,0,0,0,0,0,0,0
1,318,46,106,15,310,0,0,0,0,0,0,0,0,0,0,0
1,38,43,55,57,4,0,0,0,0,0,0,0,0,0,0,0
1,259,297,4496,28,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,243,105,0,0,0,0,0,0,0,0,0,0,0,0
1,36,46,64,106,4,0,0,0,0,0,0,0,0,0,0,0
1,55,58,57,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,261,315,58,9,25,0,0,0,0,0,0,0,0,0,0
1,257,11,253,0,0,0,0,0,0,0,0,0,0,0,0,0
1,38,46,64,106,4,24,0,0,0,0,0,0,0,0,0,0
1,49,309,58,255,0,0,0,0,0,0,0,0,0,0,0,0
1,37,43,55,19,57,0,0,0,0,0,0,0,0,0,0,0
1,37,46,62,64,65,106,4,0,0,0,0,0,0,0,0,0
1,104,251,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,41,55,57,1605,25,0,0,0,0,0,0,0,0,0,0
1,37,46,104,237,0,0,0,0,0,0,0,0,0,0,0,0
1,37,47,64,57,4,0,0,0,0,0,0,0,0,0,0,0
1,318,43,64,4,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,55,11,10,0,0,0,0,0,0,0,0,0,0,0
1,259,46,55,11,29,0,0,0,0,0,0,0,0,0,0,0
1,259,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,48,57,1606,1607,0,0,0,0,0,0,0,0,0,0,0
1,40,261,69,57,4,25,0,0,0,0,0,0,0,0,0,0
1,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,49,62,21,237,0,0,0,0,0,0,0,0,0,0,0
1,37,47,55,4,0,0,0,0,0,0,0,0,0,0,0,0
1,49,43,104,4,332,0,0,0,0,0,0,0,0,0,0,0
1,47,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,261,55,11,251,53,9,24,0,0,0,0,0,0,0,0,0
1,37,263,62,21,57,237,18,0,0,0,0,0,0,0,0,0
1,37,46,62,55,57,4,0,0,0,0,0,0,0,0,0,0
1,318,261,62,17,61,9,25,0,0,0,0,0,0,0,0,0
1,36,46,104,28,25,0,0,0,0,0,0,0,0,0,0,0
1,36,46,64,21,57,8,0,0,0,0,0,0,0,0,0,0
1,37,46,62,64,4,0,0,0,0,0,0,0,0,0,0,0
1,37,46,64,106,11,9,0,0,0,0,0,0,0,0,0,0
1,4461,268,106,303,252,4495,4458,0,0,0,0,0,0,0,0,0
1,36,46,106,55,57,1606,29,51,0,0,0,0,0,0,0,0
1,37,46,62,4,0,0,0,0,0,0,0,0,0,0,0,0
1,38,49,65,28,25,0,0,0,0,0,0,0,0,0,0,0
1,46,64,106,5,0,0,0,0,0,0,0,0,0,0,0,0
1,37,41,4495,1605,7,0,0,0,0,0,0,0,0,0,0,0
1,36,41,64,106,17,57,28,0,0,0,0,0,0,0,0,0
1,37,268,55,4496,0,0,0,0,0,0,0,0,0,0,0,0
1,38,43,64,65,6,0,0,0,0,0,0,0,0,0,0,0
1,36,265,62,104,61,57,237,0,0,0,0,0,0,0,0,0
1,318,35,46,65,58,57,244,0,0,0,0,0,0,0,0,0
1,37,261,19,237,105,25,0,0,0,0,0,0,0,0,0,0
1,318,46,62,64,65,106,61,57,4,9,0,0,0,0,0,0
1,259,261,19,240,24,0,0,0,0,0,0,0,0,0,0,0
1,261,21,57,27,25,0,0,0,0,0,0,0,0,0,0,0
1,36,46,4517,11,9,0,0,0,0,0,0,0,0,0,0,0
1,36,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,39,35,49,309,58,253,0,0,0,0,0,0,0,0,0,0
1,259,265,11,237,24,0,0,0,0,0,0,0,0,0,0,0
1,46,65,58,4,0,0,0,0,0,0,0,0,0,0,0,0
